policy_type,namespace,destination_cidr,allowed
Isolation,lisbon,100.0.1.0/24,false
Isolation,lisbon,100.0.2.0/24,false
Isolation,lisbon,100.0.3.0/24,false
Isolation,lisbon,100.0.4.0/24,false
Isolation,lisbon,100.0.5.0/24,false
Isolation,lisbon,100.0.6.0/24,false
Isolation,lisbon,100.0.8.0/24,false
Isolation,lisbon,100.0.9.0/24,false
Isolation,lisbon,100.0.10.0/24,false
Isolation,lisbon,100.0.11.0/24,false
Isolation,lisbon,100.0.13.0/24,false
Isolation,lisbon,100.0.14.0/24,false
Isolation,lisbon,100.0.15.0/24,false
Isolation,lisbon,100.0.16.0/24,false
Isolation,lisbon,100.0.18.0/24,false
Isolation,lisbon,100.0.20.0/24,false
Isolation,lisbon,100.0.21.0/24,false
Isolation,lisbon,100.0.22.0/24,false
Isolation,lisbon,100.0.23.0/24,false
Isolation,lisbon,100.0.24.0/24,false
Isolation,lisbon,100.0.25.0/24,false
Isolation,lisbon,100.0.26.0/24,false
Isolation,lisbon,100.0.27.0/24,false
Isolation,lisbon,100.0.28.0/24,false
Isolation,lisbon,100.0.29.0/24,false
Isolation,amsterdam,100.0.30.0/24,false
Isolation,athens,100.0.30.0/24,false
Isolation,barcelona,100.0.30.0/24,false
Isolation,basel,100.0.30.0/24,false
Isolation,bratislava,100.0.30.0/24,false
Isolation,brussels,100.0.30.0/24,false
Isolation,bucharest,100.0.30.0/24,false
Isolation,budapest,100.0.30.0/24,false
Isolation,frankfurt,100.0.30.0/24,false
Isolation,geneva,100.0.30.0/24,false
Isolation,istanbul,100.0.30.0/24,false
Isolation,kiev,100.0.30.0/24,false
Isolation,london,100.0.30.0/24,false
Isolation,luxembourg,100.0.30.0/24,false
Isolation,lyon,100.0.30.0/24,false
Isolation,madrid,100.0.30.0/24,false
Isolation,marseille,100.0.30.0/24,false
Isolation,milan,100.0.30.0/24,false
Isolation,paris,100.0.30.0/24,false
Isolation,praha,100.0.30.0/24,false
Isolation,roma,100.0.30.0/24,false
Isolation,rotterdam,100.0.30.0/24,false
Isolation,sofia,100.0.30.0/24,false
Isolation,strasbourg,100.0.30.0/24,false
Isolation,vaduz,100.0.30.0/24,false
Isolation,vienna,100.0.30.0/24,false
Isolation,warsaw,100.0.30.0/24,false
Isolation,zurich,100.0.30.0/24,false
Isolation,lisbon,100.0.31.0/24,false
Isolation,lisbon,100.0.32.0/24,false
Isolation,vaduz,100.0.0.0/24,false
Isolation,vaduz,100.0.1.0/24,false
Isolation,vaduz,100.0.2.0/24,false
Isolation,vaduz,100.0.3.0/24,false
Isolation,vaduz,100.0.4.0/24,false
Isolation,vaduz,100.0.5.0/24,false
Isolation,vaduz,100.0.6.0/24,false
Isolation,vaduz,100.0.8.0/24,false
Isolation,vaduz,100.0.9.0/24,false
Isolation,vaduz,100.0.10.0/24,false
Isolation,vaduz,100.0.11.0/24,false
Isolation,vaduz,100.0.13.0/24,false
Isolation,vaduz,100.0.14.0/24,false
Isolation,vaduz,100.0.15.0/24,false
Isolation,amsterdam,100.0.16.0/24,false
Isolation,athens,100.0.16.0/24,false
Isolation,barcelona,100.0.16.0/24,false
Isolation,basel,100.0.16.0/24,false
Isolation,bratislava,100.0.16.0/24,false
Isolation,brussels,100.0.16.0/24,false
Isolation,bucharest,100.0.16.0/24,false
Isolation,budapest,100.0.16.0/24,false
Isolation,frankfurt,100.0.16.0/24,false
Isolation,geneva,100.0.16.0/24,false
Isolation,istanbul,100.0.16.0/24,false
Isolation,kiev,100.0.16.0/24,false
Isolation,london,100.0.16.0/24,false
Isolation,luxembourg,100.0.16.0/24,false
Isolation,lyon,100.0.16.0/24,false
Isolation,madrid,100.0.16.0/24,false
Isolation,marseille,100.0.16.0/24,false
Isolation,milan,100.0.16.0/24,false
Isolation,paris,100.0.16.0/24,false
Isolation,praha,100.0.16.0/24,false
Isolation,roma,100.0.16.0/24,false
Isolation,rotterdam,100.0.16.0/24,false
Isolation,sofia,100.0.16.0/24,false
Isolation,strasbourg,100.0.16.0/24,false
Isolation,vienna,100.0.16.0/24,false
Isolation,warsaw,100.0.16.0/24,false
Isolation,zurich,100.0.16.0/24,false
Isolation,vaduz,100.0.18.0/24,false
Isolation,vaduz,100.0.20.0/24,false
Isolation,vaduz,100.0.21.0/24,false
Isolation,vaduz,100.0.22.0/24,false
Isolation,vaduz,100.0.23.0/24,false
Isolation,vaduz,100.0.24.0/24,false
Isolation,vaduz,100.0.25.0/24,false
Isolation,vaduz,100.0.26.0/24,false
Isolation,vaduz,100.0.27.0/24,false
Isolation,vaduz,100.0.28.0/24,false
Isolation,vaduz,100.0.29.0/24,false
Isolation,vaduz,100.0.31.0/24,false
Isolation,vaduz,100.0.32.0/24,false
Isolation,zagreb,100.0.7.0/24,false
Isolation,ljubljana,100.0.12.0/24,false
